id	x	y
11001	-77.014573	38.910219
12001	-82.38087	29.666495
12003	-82.195963	30.288537
12005	-85.654871	30.20493
12007	-82.124988	29.950694
12009	-80.688568	28.241405
12011	-80.222279	26.138299
12013	-85.124886	30.459171
12015	-82.114988	26.957089
12017	-82.451935	28.858514
12019	-81.798507	30.080402
12021	-81.706964	26.192083
12023	-82.661188	30.131577
12027	-81.870753	27.19292
12029	-83.060866	29.636787
12031	-81.621185	30.301059
12033	-87.27395	30.482656
12035	-81.224997	29.529491
12037	-84.834728	29.79567
12039	-84.584432	30.601396
12041	-82.812023	29.700923
12043	-81.155428	26.933153
12045	-85.268227	29.958287
12047	-82.992902	30.499641
12049	-81.812592	27.546287
12051	-81.200306	26.722833
12053	-82.495486	28.505559
12055	-81.436837	27.458328
12057	-82.409769	27.982983
12059	-85.756902	30.853289
12061	-80.433453	27.667818
12063	-85.208188	30.794857
12065	-83.890022	30.499192
12067	-83.183963	30.06385
12069	-81.756504	28.768651
12071	-81.872854	26.574859
12073	-84.271002	30.467089
12075	-82.677735	29.374031
12077	-84.911879	30.373316
12079	-83.432307	30.475005
12081	-82.551297	27.475205
12083	-82.119076	29.152957
12085	-80.242455	27.142685
12086	-80.295226	25.780546
12087	-81.247673	24.74337
12089	-81.64574	30.60892
12091	-86.56534	30.530678
12093	-80.825931	27.274234
12095	-81.386335	28.540464
12097	-81.371861	28.273275
12099	-80.144711	26.608623
12101	-82.539672	28.269319
12103	-82.728042	27.89939
12105	-81.811684	28.022406
12107	-81.721555	29.606082
12109	-81.395304	29.975121
12111	-80.345209	27.353972
12113	-87.044507	30.558669
12115	-82.449183	27.222562
12117	-81.315131	28.692978
12119	-82.060455	28.788692
12121	-82.989294	30.213546
12123	-83.58671	30.063588
12125	-82.353669	30.013784
12127	-81.116669	29.080616
12129	-84.355317	30.175843
12131	-86.181879	30.611393
12133	-85.626457	30.65459
13001	-82.338126	31.770949
13003	-82.88841	31.313975
13005	-82.468101	31.543688
13007	-84.419713	31.321605
13009	-83.242009	33.078418
13011	-83.509084	34.356078
13013	-83.737134	33.994722
13015	-84.827354	34.205804
13017	-83.246215	31.727617
13019	-83.246461	31.232721
13021	-83.685037	32.831881
13023	-83.334013	32.403762
13025	-81.982324	31.213951
13027	-83.550633	30.835003
13029	-81.389851	31.992721
13031	-81.764091	32.41914
13033	-81.99512	33.093505
13035	-83.967372	33.294713
13037	-84.669168	31.52103
13039	-81.628611	30.815984
13043	-82.05851	32.399153
13045	-85.056601	33.612304
13047	-85.170918	34.928764
13049	-82.026856	30.791959
13051	-81.108584	32.028274
13053	-84.908704	32.34426
13055	-85.345378	34.496889
13057	-84.504682	34.160533
13059	-83.379384	33.949932
13061	-85.009411	31.631666
13063	-84.36627	33.558237
13065	-82.756217	31.030655
13067	-84.55256	33.94464
13069	-82.840696	31.519937
13071	-83.769665	31.179962
13073	-82.16001	33.516185
13075	-83.426366	31.149438
13077	-84.739916	33.381408
13079	-83.928863	32.704403
13081	-83.776725	31.94963
13083	-85.49552	34.886772
13085	-84.104705	34.396912
13087	-84.570967	30.885564
13089	-84.250187	33.790843
13091	-83.174232	32.205332
13093	-83.78716	32.165512
13095	-84.164316	31.571193
13097	-84.731014	33.727943
13099	-84.911088	31.328481
13101	-82.978703	30.734597
13103	-81.301849	32.294558
13105	-82.875221	34.125067
13107	-82.309007	32.585108
13109	-81.907677	32.171011
13111	-84.317921	34.903376
13113	-84.510621	33.426681
13115	-85.183017	34.253566
13117	-84.142677	34.197539
13119	-83.185758	34.377423
13121	-84.388733	33.836084
13123	-84.482189	34.676413
13125	-82.59736	33.235926
13127	-81.480011	31.198725
13129	-84.903775	34.49986
13131	-84.217908	30.880643
13133	-83.157825	33.556782
13135	-84.077293	33.945268
13137	-83.54068	34.567242
13139	-83.843005	34.283658
13141	-83.004623	33.254103
13143	-85.18763	33.76221
13145	-84.901167	32.712981
13147	-82.962471	34.354328
13149	-85.108187	33.30341
13151	-84.182892	33.489676
13153	-83.656781	32.574894
13155	-83.281855	31.603577
13157	-83.56905	34.136192
13159	-83.715106	33.351884
13161	-82.598089	31.847011
13163	-82.412448	33.057944
13165	-81.949785	32.795569
13167	-82.682063	32.702534
13169	-83.550459	32.960639
13171	-84.153803	33.073889
13173	-83.080003	31.035849
13175	-82.924611	32.518943
13177	-84.167275	31.688568
13179	-81.580659	31.829806
13181	-82.44663	33.779868
13183	-81.743439	31.761453
13185	-83.277083	30.85739
13187	-83.98282	34.529144
13189	-82.469274	33.461598
13191	-81.40817	31.475771
13193	-84.040702	32.327207
13195	-83.240187	34.104946
13197	-84.526709	32.371648
13199	-84.671759	33.010992
13201	-84.735397	31.161457
13205	-84.167967	31.220884
13207	-83.905796	33.031467
13209	-82.53071	32.166828
13211	-83.489564	33.601329
13213	-84.791139	34.774049
13215	-84.931243	32.484637
13217	-83.887828	33.574799
13219	-83.451346	33.875186
13221	-83.139348	33.910831
13223	-84.81062	33.891458
13225	-83.8346	32.585828
13227	-84.439477	34.457343
13229	-82.234905	31.31826
13231	-84.370896	33.096629
13233	-85.178391	34.010239
13235	-83.474947	32.271411
13237	-83.344919	33.312482
13239	-85.075013	31.865362
13241	-83.409013	34.875635
13243	-84.755064	31.760849
13245	-82.046799	33.427048
13247	-84.023223	33.640942
13249	-84.314387	32.244383
13251	-81.63259	32.729118
13253	-84.872663	30.967254
13255	-84.272942	33.257982
13257	-83.285685	34.556113
13259	-84.76511	32.08072
13261	-84.221158	32.058594
13263	-84.578453	32.694229
13265	-82.879141	33.566431
13267	-82.051902	32.039155
13269	-84.213396	32.5612
13271	-82.897316	32.008856
13273	-84.428822	31.773382
13275	-83.946441	30.869454
13277	-83.515332	31.451214
13279	-82.36778	32.181196
13281	-83.77705	34.936024
13283	-82.585745	32.385204
13285	-85.033417	33.033355
13287	-83.631236	31.703438
13289	-83.410457	32.695017
13291	-83.999829	34.870222
13293	-84.325588	32.906953
13295	-85.295039	34.837661
13297	-83.780525	33.79227
13299	-82.381965	31.22145
13301	-82.669964	33.406793
13303	-82.778594	32.962209
13305	-81.915895	31.613701
13307	-84.577441	32.056303
13309	-82.745073	32.146318
13311	-83.741961	34.598918
13313	-84.967205	34.790301
13315	-83.415116	31.970921
13317	-82.751093	33.757199
13319	-83.234638	32.839816
13321	-83.860487	31.537574
16001	-116.28725	43.611477
16003	-116.382937	44.835589
16005	-112.421428	42.864678
16007	-111.342181	42.313169
16009	-116.64055	47.271071
16011	-112.36252	43.216684
16013	-114.304597	43.551614
16015	-115.951169	43.910146
16017	-116.635614	48.236537
16019	-112.004878	43.495228
16021	-116.314201	48.706958
16023	-113.284231	43.671622
16025	-114.788806	43.37624
16027	-116.633363	43.613214
16029	-111.655511	42.653951
16031	-113.745017	42.476551
16033	-112.305501	44.178633
16035	-116.170114	46.491363
16037	-114.09973	44.286637
16039	-115.708916	43.091974
16041	-111.872643	42.103207
16043	-111.615941	44.011285
16045	-116.508699	43.886675
16047	-114.753091	42.855127
16049	-116.089587	45.95653
16051	-111.984208	43.701114
16053	-114.446601	42.692577
16055	-116.825403	47.734435
16057	-116.924925	46.74271
16059	-113.858924	45.1291
16061	-116.266777	46.239007
16063	-114.316027	42.972957
16065	-111.792768	43.818644
16067	-113.710125	42.621464
16069	-116.948094	46.392604
16071	-112.326272	42.18789
16073	-116.668214	43.359889
16075	-116.892251	44.022098
16077	-112.841054	42.778875
16079	-116.083152	47.515453
16081	-111.133553	43.700026
16083	-114.508618	42.555587
16085	-116.057576	44.742118
16087	-116.914008	44.303601
17001	-91.326497	39.945337
17003	-89.287254	37.14646
17005	-89.435178	38.887183
17007	-88.848734	42.292298
17009	-90.743037	39.962118
17011	-89.426594	41.383872
17013	-90.634982	39.133034
17015	-89.962031	42.070357
17017	-90.308871	39.979523
17019	-88.232482	40.131215
17021	-89.254406	39.523317
17023	-87.801079	39.348215
17025	-88.489254	38.716191
17027	-89.466553	38.586609
17029	-88.256604	39.489277
17031	-87.753278	41.865087
17033	-87.745008	39.007832
17035	-88.290258	39.278693
17037	-88.731899	41.922741
17039	-88.910332	40.171068
17041	-88.273799	39.768378
17043	-88.070343	41.850287
17045	-87.713797	39.636638
17047	-88.039526	38.406743
17049	-88.575932	39.093135
17051	-89.03595	38.997354
17053	-88.216588	40.52697
17055	-88.956158	37.96448
17057	-90.122955	40.519093
17059	-88.238	37.769786
17061	-90.373048	39.371575
17063	-88.363788	41.329773
17065	-88.555305	38.092853
17067	-91.193653	40.423064
17069	-88.292026	37.479437
17071	-90.947412	40.835735
17073	-90.133411	41.348968
17075	-87.829732	40.763715
17077	-89.284126	37.753125
17079	-88.157146	39.004757
17081	-88.912536	38.309806
17083	-90.323443	39.070261
17085	-90.304286	42.410967
17087	-88.865767	37.472535
17089	-88.325908	41.920674
17091	-87.848645	41.145055
17093	-88.397608	41.66565
17095	-90.327951	40.938649
17097	-87.961421	42.310244
17099	-88.894027	41.353384
17101	-87.720659	38.715149
17103	-89.39366	41.808861
17105	-88.5722	40.904057
17107	-89.362977	40.139509
17109	-90.670545	40.469855
17111	-88.3445	42.275194
17113	-88.953456	40.494537
17115	-88.947611	39.851451
17117	-89.87844	39.194625
17119	-90.025512	38.802351
17121	-89.019289	38.591684
17123	-89.315133	41.042797
17125	-89.896262	40.285004
17127	-88.714058	37.176014
17129	-89.80217	40.001423
17131	-90.688689	41.212588
17133	-90.168873	38.354615
17135	-89.501769	39.203927
17137	-90.233454	39.717136
17139	-88.616782	39.633668
17141	-89.262412	42.02783
17143	-89.638192	40.739045
17145	-89.326873	38.057751
17147	-88.583314	40.00321
17149	-90.864562	39.621602
17151	-88.54688	37.401473
17153	-89.131707	37.200952
17155	-89.265719	41.231582
17157	-89.808674	38.082399
17159	-88.086993	38.725092
17161	-90.505297	41.488279
17163	-90.006718	38.550906
17165	-88.537382	37.754367
17167	-89.652812	39.774112
17169	-90.562587	40.131912
17171	-90.463204	39.644751
17173	-88.800017	39.395126
17175	-89.79165	41.100852
17177	-89.64536	42.32581
17179	-89.537887	40.598366
17181	-89.236412	37.467224
17183	-87.655615	40.151569
17185	-87.791034	38.429945
17187	-90.634027	40.891169
17189	-89.38462	38.360091
17191	-88.416437	38.404875
17193	-88.189183	38.092258
17195	-89.824058	41.781766
17197	-88.040089	41.558728
17199	-88.972634	37.756312
17201	-89.063644	42.303342
17203	-89.278609	40.770546
18001	-84.935966	40.755674
18003	-85.11926	41.09507
18005	-85.900725	39.216831
18007	-87.294172	40.576112
18009	-85.341628	40.4695
18011	-86.414222	40.02216
18013	-86.212459	39.239225
18015	-86.604222	40.581202
18017	-86.339162	40.748087
18019	-85.731356	38.369663
18021	-87.12563	39.462343
18023	-86.512885	40.29876
18025	-86.422973	38.310716
18027	-87.099735	38.696381
18029	-84.921423	39.138133
18031	-85.493886	39.316919
18033	-85.034584	41.379741
18035	-85.400767	40.204808
18037	-86.911965	38.355147
18039	-85.907364	41.638934
18041	-85.147712	39.639044
18043	-85.854512	38.321586
18045	-87.2717	40.147441
18047	-85.067243	39.404699
18049	-86.22451	41.05798
18051	-87.544808	38.309525
18053	-85.645976	40.526253
18055	-86.996172	39.052301
18057	-86.071576	40.005879
18059	-85.818021	39.807323
18061	-86.099035	38.235463
18063	-86.425641	39.770399
18065	-85.405511	39.928232
18067	-86.130193	40.472001
18069	-85.485862	40.866449
18071	-85.942667	38.925785
18073	-87.146915	41.071607
18075	-85.039792	40.426942
18077	-85.433833	38.758858
18079	-85.646436	39.004132
18081	-86.114651	39.550415
18083	-87.452318	38.700149
18085	-85.830385	41.267614
18087	-85.454036	41.634025
18089	-87.406066	41.534197
18091	-86.790634	41.63161
18093	-86.492333	38.845408
18095	-85.703177	40.12259
18097	-86.137254	39.796636
18099	-86.277043	41.346555
18101	-86.844772	38.679691
18103	-86.066849	40.741919
18105	-86.538804	39.164225
18107	-86.899538	40.034128
18109	-86.40304	39.510092
18111	-87.383205	40.994252
18113	-85.392613	41.414672
18115	-84.905169	38.953467
18117	-86.494107	38.561527
18119	-86.804046	39.317458
18121	-87.224986	39.75865
18123	-86.710323	38.007422
18125	-87.232288	38.424919
18127	-87.105097	41.515079
18129	-87.828067	38.012897
18131	-86.689823	41.048788
18133	-86.836609	39.648792
18135	-85.002093	40.168951
18137	-85.221567	39.159782
18139	-85.475201	39.621825
18141	-86.227442	41.675366
18143	-85.760417	38.701729
18145	-85.791457	39.53747
18147	-87.016161	38.015378
18149	-86.638661	41.280856
18151	-85.013603	41.647177
18153	-87.394692	39.102849
18155	-85.026081	38.809885
18157	-86.885996	40.417931
18159	-86.053591	40.308629
18161	-84.919871	39.616109
18163	-87.554154	37.992305
18165	-87.440018	39.763843
18167	-87.387101	39.462481
18169	-85.802972	40.854427
18171	-87.326312	40.313328
18173	-87.348174	38.014078
18175	-86.087729	38.57211
18177	-84.94712	39.842628
18179	-85.195418	40.770081
18181	-86.810409	40.757514
18183	-85.48124	41.163829
19001	-94.477916	41.340726
19003	-94.710922	41.006761
19005	-91.416136	43.255856
19007	-92.867445	40.739973
19009	-94.924756	41.677178
19011	-92.023509	42.057138
19013	-92.367769	42.490737
19015	-93.898107	42.029001
19017	-92.37093	42.745559
19019	-91.896993	42.48813
19021	-95.180194	42.680614
19023	-92.762653	42.708616
19025	-94.623009	42.400309
19027	-94.866677	42.039658
19029	-94.977711	41.362901
19031	-91.137656	41.75839
19033	-93.242914	43.135534
19035	-95.592392	42.747242
19037	-92.338641	43.039058
19039	-93.776802	41.036204
19041	-95.160799	43.124904
19043	-91.316931	42.86105
19045	-90.339898	41.854009
19047	-95.360179	42.027529
19049	-93.970607	41.666823
19051	-92.41568	40.765444
19053	-93.818648	40.714344
19055	-91.380097	42.481114
19057	-91.142193	40.834615
19059	-95.135288	43.38972
19061	-90.759428	42.494035
19063	-94.754477	43.393509
19065	-91.85213	42.824327
19067	-92.757527	43.074748
19069	-93.243247	42.749413
19071	-95.624666	40.746534
19073	-94.372176	42.030459
19075	-92.751189	42.379272
19077	-94.432711	41.672653
19079	-93.763614	42.407764
19081	-93.706891	43.089678
19083	-93.213678	42.43263
19085	-95.81098	41.66514
19087	-91.536948	40.981177
19089	-92.234287	43.361191
19091	-94.214029	42.751059
19093	-95.504838	42.391088
19095	-92.043899	41.699222
19097	-90.56658	42.142119
19099	-93.067207	41.678542
19101	-91.96656	41.012826
19103	-91.557288	41.676352
19105	-91.194263	42.133575
19107	-92.174502	41.326421
19109	-94.217569	43.15166
19111	-91.397648	40.560302
19113	-91.647015	42.010492
19115	-91.255304	41.222446
19117	-93.312097	41.019531
19119	-96.216711	43.384534
19121	-93.992658	41.343302
19123	-92.637818	41.313595
19125	-93.04297	41.353595
19127	-92.937486	42.030441
19129	-95.6891	41.047943
19131	-92.802821	43.340151
19133	-95.979223	42.062781
19135	-92.830257	41.039076
19137	-95.168964	41.011164
19139	-91.078006	41.464836
19141	-95.683262	43.123267
19143	-95.678216	43.385188
19145	-95.191623	40.746335
19147	-94.688969	43.09749
19149	-96.202452	42.748241
19151	-94.699005	42.747284
19153	-93.643815	41.61768
19155	-95.79106	41.28065
19157	-92.619483	41.709128
19159	-94.225825	40.736232
19161	-95.092601	42.37368
19163	-90.569147	41.561825
19165	-95.321762	41.667913
19167	-96.166659	43.081295
19169	-93.594642	42.027746
19171	-92.541326	42.068659
19173	-94.679098	40.752188
19175	-94.315172	41.052985
19177	-91.946488	40.745608
19179	-92.419345	41.015844
19181	-93.585747	41.400491
19183	-91.698198	41.35844
19185	-93.312018	40.742189
19187	-94.179499	42.479425
19189	-93.671252	43.342349
19191	-91.816501	43.281044
19193	-96.342216	42.483083
19195	-93.248743	43.366601
19197	-93.749134	42.734036
20001	-95.365174	37.89636
20003	-95.261631	38.245573
20005	-95.186152	39.553901
20007	-98.561405	37.214901
20009	-98.758789	38.396932
20011	-94.75201	37.845708
20013	-95.550395	39.798908
20015	-96.98026	37.728749
20017	-96.562293	38.35301
20019	-96.234952	37.112818
20021	-94.752435	37.115819
20023	-101.745224	39.768094
20025	-99.866968	37.281039
20027	-97.126343	39.356205
20029	-97.635396	39.530774
20031	-95.739622	38.245775
20033	-99.371689	37.239896
20035	-96.993465	37.181297
20037	-94.733553	37.442293
20039	-100.485432	39.803185
20041	-97.150477	38.880239
20043	-95.086474	39.788495
20045	-95.251432	38.94194
20047	-99.360013	37.916531
20049	-96.236417	37.419317
20051	-99.328553	38.88227
20053	-98.268075	38.720209
20055	-100.863332	37.975714
20057	-99.992619	37.750137
20059	-95.26116	38.599919
20061	-96.834877	39.039867
20063	-100.376937	39.042426
20065	-99.859678	39.357427
20067	-101.352721	37.581029
20069	-100.41024	37.724078
20071	-101.764279	38.480646
20073	-96.228419	37.855443
20075	-101.75948	37.984535
20077	-98.051223	37.213003
20079	-97.386548	38.047928
20081	-100.9001	37.493429
20083	-99.864907	38.082946
20085	-95.754694	39.401485
20087	-95.395209	39.212287
20089	-98.203863	39.7777
20091	-94.727496	38.933989
20093	-101.232661	37.957827
20095	-98.106631	37.605665
20097	-99.264339	37.598842
20099	-95.26051	37.257887
20101	-100.491594	38.506136
20103	-94.956784	39.246675
20105	-98.182009	39.037377
20107	-94.79864	38.22666
20109	-100.935495	39.091697
20111	-96.178617	38.414125
20113	-97.649269	38.379219
20115	-97.122198	38.323842
20117	-96.572517	39.800398
20119	-100.399371	37.287791
20121	-94.847021	38.580323
20123	-98.172777	39.453123
20125	-95.694027	37.140025
20127	-96.586725	38.698123
20129	-101.843006	37.046096
20131	-95.970218	39.825732
20133	-95.394002	37.625186
20135	-99.904499	38.497468
20137	-99.875114	39.819263
20139	-95.712962	38.696323
20141	-98.710938	39.423285
20143	-97.686152	39.103254
20145	-99.156916	38.17626
20147	-99.343813	39.757254
20149	-96.30764	39.26479
20151	-98.731918	37.647072
20153	-101.046339	39.80891
20155	-97.935364	38.050048
20157	-97.662706	39.819435
20159	-98.201909	38.31667
20161	-96.632479	39.192332
20163	-99.311553	39.322431
20165	-99.280029	38.524395
20167	-98.822174	38.905876
20169	-97.608262	38.815142
20171	-100.913532	38.481114
20173	-97.345225	37.677319
20175	-100.916526	37.055235
20177	-95.705406	39.035287
20179	-100.466697	39.362665
20181	-101.729059	39.349422
20183	-98.805084	39.76928
20185	-98.731481	38.005818
20187	-101.754065	37.562729
20189	-101.323961	37.190909
20191	-97.408915	37.300613
20193	-101.050106	39.38356
20195	-99.882528	38.999204
20197	-96.182712	38.975134
20199	-101.768227	38.893303
20201	-97.061198	39.781441
20203	-101.358619	38.496032
20205	-95.745011	37.516164
20207	-95.749786	37.873029
20209	-94.703135	39.102865
21001	-85.278319	37.106821
21003	-86.202969	36.750391
21005	-84.931077	38.026598
21007	-88.985579	37.044605
21009	-85.930216	36.993514
21011	-83.739781	38.14233
21013	-83.699797	36.691559
21015	-84.678528	38.987023
21017	-84.244038	38.208477
21019	-82.663733	38.430739
21021	-84.803666	37.634302
21023	-84.068367	38.710502
21025	-83.376599	37.513961
21027	-86.425207	37.769481
21029	-85.661605	38.022367
21031	-86.676368	37.221688
21033	-87.87748	37.13038
21035	-88.301879	36.619461
21037	-84.44164	39.039193
21039	-88.954788	36.857929
21041	-85.133546	38.671264
21043	-83.037772	38.311992
21045	-84.92729	37.303555
21047	-87.479121	36.804377
21049	-84.182142	37.985735
21051	-83.739901	37.170212
21053	-85.138185	36.711433
21055	-88.095015	37.333722
21057	-85.386379	36.784491
21059	-87.094301	37.748596
21061	-86.255435	37.203846
21063	-83.108769	38.119682
21065	-83.993683	37.702987
21067	-84.497074	38.018177
21069	-83.709584	38.38498
21071	-82.739176	37.551925
21073	-84.866902	38.198289
21075	-89.046004	36.541132
21077	-84.859135	38.762288
